|chunk|chunk_hash|source_url
10|The angle between a line and a curve (mixed angle) or between two intersecting curves (curvilinear angle) is defined to be the angle between the tangents at the point of intersection. Various names (now rarely, if ever, used) have been given to particular cases:—amphicyrtic (Gr. ἀμφί, on both sides, κυρτός, convex) or cissoidal (Gr. κισσός, ivy), biconvex; xystroidal or sistroidal (Gr. ξυστρίς, a tool for scraping), concavo-convex; amphicoelic (Gr. κοίλη, a hollow) or angulus lunularis, biconcave.|c2d12980bb7b70f9fb723d2c11657fc9|https://en.wikipedia.org/wiki/Angle
11|The ancient Greek mathematicians knew how to bisect an angle (divide it into two angles of equal measure) using only a compass and straightedge but could only trisect certain angles. In 1837, Pierre Wantzel showed that this construction could not be performed for most angles.|ad5073e860989232fb6582a71474069b|https://en.wikipedia.org/wiki/Angle
12|"In the Euclidean space, the angle θ between two Euclidean vectors u and v is related to their dot product and their lengths by the formula  
This formula supplies an easy method to find the angle between two planes (or curved surfaces) from their normal vectors and between skew lines from their vector equations.  
=== Inner product ===
To define angles in an abstract real inner product space, we replace the Euclidean dot product ( · ) by the inner product  
⟨
⋅
,
⋅
⟩  
{\displaystyle \langle \cdot ,\cdot \rangle }
, i.e.  
In a complex inner product space, the expression for the cosine above may give non-real values, so it is replaced with  
or, more commonly, using the absolute value, with  
The latter definition ignores the direction of the vectors. It thus describes the angle between one-dimensional subspaces  
span
⁡
(  
u  
)  
{\displaystyle \operatorname {span} (\mathbf {u} )}
and  
span
⁡
(  
v  
)  
{\displaystyle \operatorname {span} (\mathbf {v} )}
spanned by the vectors  
u  
{\displaystyle \mathbf {u} }
and  
v  
{\displaystyle \mathbf {v} }
correspondingly.  
=== Angles between subspaces ===
The definition of the angle between one-dimensional subspaces  
span
⁡
(  
u  
)  
{\displaystyle \operatorname {span} (\mathbf {u} )}
and  
span
⁡
(  
v  
)  
{\displaystyle \operatorname {span} (\mathbf {v} )}
given by  
in a Hilbert space can be extended to subspaces of finite dimensions. Given two subspaces  
U  
{\displaystyle {\mathcal {U}}}
,  
W  
{\displaystyle {\mathcal {W}}}
with  
dim
⁡
(  
U  
)
:=
k
≤
dim
⁡
(  
W  
)
:=
l  
{\displaystyle \dim({\mathcal {U}}):=k\leq \dim({\mathcal {W}}):=l}
, this leads to a definition of  
k  
{\displaystyle k}
angles called canonical or principal angles between subspaces.  
=== Angles in Riemannian geometry ===
In Riemannian geometry, the metric tensor is used to define the angle between two tangents. Where U and V are tangent vectors and gij are the components of the metric tensor G,  
=== Hyperbolic angle ==="|1b127983afde768b0eec9e9a9b83c282|https://en.wikipedia.org/wiki/Angle
13|"=== Hyperbolic angle ===
A hyperbolic angle is an argument of a hyperbolic function just as the circular angle is the argument of a circular function. The comparison can be visualized as the size of the openings of a hyperbolic sector and a circular sector since the areas of these sectors correspond to the angle magnitudes in each case. Unlike the circular angle, the hyperbolic angle is unbounded. When the circular and hyperbolic functions are viewed as infinite series in their angle argument, the circular ones are just alternating series forms of the hyperbolic functions. This weaving of the two types of angle and function was explained by Leonhard Euler in Introduction to the Analysis of the Infinite."|308bd91aaec58a26891bdaf9862dc5d4|https://en.wikipedia.org/wiki/Angle
14|"In geography, the location of any point on the Earth can be identified using a geographic coordinate system. This system specifies the latitude and longitude of any location in terms of angles subtended at the center of the Earth, using the equator and (usually) the Greenwich meridian as references.
In astronomy, a given point on the celestial sphere (that is, the apparent position of an astronomical object) can be identified using any of several astronomical coordinate systems, where the references vary according to the particular system. Astronomers measure the angular separation of two stars by imagining two lines through the center of the Earth, each intersecting one of the stars. The angle between those lines and the angular separation between the two stars can be measured.
In both geography and astronomy, a sighting direction can be specified in terms of a vertical angle such as altitude /elevation with respect to the horizon as well as the azimuth with respect to north.
Astronomers also measure objects' apparent size as an angular diameter. For example, the full moon has an angular diameter of approximately 0.5° when viewed from Earth. One could say, ""The Moon's diameter subtends an angle of half a degree."" The small-angle formula can convert such an angular measurement into a distance/size ratio.
Other astronomical approximations include:  
0.5° is the approximate diameter of the Sun and of the Moon as viewed from Earth.
1° is the approximate width of the little finger at arm's length.
10° is the approximate width of a closed fist at arm's length.
20° is the approximate width of a handspan at arm's length.These measurements depend on the individual subject, and the above should be treated as rough rule of thumb approximations only.
In astronomy, right ascension and declination are usually measured in angular units, expressed in terms of time, based on a 24-hour day."|2f1de260d65a67b696c5c7f6783d85d2|https://en.wikipedia.org/wiki/Angle
15|"Aboughantous, Charles H. (2010), A High School First Course in Euclidean Plane Geometry, Universal Publishers, ISBN 978-1-59942-822-2
Brinsmade, J. B. (December 1936). ""Plane and Solid Angles. Their Pedagogic Value When Introduced Explicitly"". American Journal of Physics. 4 (4): 175–179. Bibcode:1936AmJPh...4..175B. doi:10.1119/1.1999110.
Brownstein, K. R. (July 1997). ""Angles—Let's treat them squarely"". American Journal of Physics. 65 (7): 605–614. Bibcode:1997AmJPh..65..605B. doi:10.1119/1.18616.
Eder, W E (January 1982). ""A Viewpoint on the Quantity ""Plane Angle"""". Metrologia. 18 (1): 1–12. Bibcode:1982Metro..18....1E. doi:10.1088/0026-1394/18/1/002. S2CID 250750831.
Foster, Marcus P (1 December 2010). ""The next 50 years of the SI: a review of the opportunities for the e-Science age"". Metrologia. 47 (6): R41–R51. doi:10.1088/0026-1394/47/6/R01. S2CID 117711734.
Godfrey, Charles; Siddons, A. W. (1919), Elementary geometry: practical and theoretical (3rd ed.), Cambridge University Press
Henderson, David W.; Taimina, Daina (2005), Experiencing Geometry / Euclidean and Non-Euclidean with History (3rd ed.), Pearson Prentice Hall, p. 104, ISBN 978-0-13-143748-7
Heiberg, Johan Ludvig (1908), Heath, T. L. (ed.), Euclid, The Thirteen Books of Euclid's Elements, vol. 1, Cambridge: Cambridge University Press.
Jacobs, Harold R. (1974), Geometry, W. H. Freeman, pp. 97, 255, ISBN 978-0-7167-0456-0
Leonard, B P (1 October 2021). ""Proposal for the dimensionally consistent treatment of angle and solid angle by the International System of Units (SI)"". Metrologia. 58 (5): 052001. Bibcode:2021Metro..58e2001L. doi:10.1088/1681-7575/abe0fc. S2CID 234036217.
Lévy-Leblond, Jean-Marc (September 1998). ""Dimensional angles and universal constants"". American Journal of Physics. 66 (9): 814–815. Bibcode:1998AmJPh..66..814L. doi:10.1119/1.18964."|b3451c82ab90c0964518ccc491a120e8|https://en.wikipedia.org/wiki/Angle
16|"Lévy-Leblond, Jean-Marc (September 1998). ""Dimensional angles and universal constants"". American Journal of Physics. 66 (9): 814–815. Bibcode:1998AmJPh..66..814L. doi:10.1119/1.18964.
Mills, Ian (1 June 2016). ""On the units radian and cycle for the quantity plane angle"". Metrologia. 53 (3): 991–997. Bibcode:2016Metro..53..991M. doi:10.1088/0026-1394/53/3/991. S2CID 126032642.
Mohr, Peter J; Phillips, William D (1 February 2015). ""Dimensionless units in the SI"". Metrologia. 52 (1): 40–47. arXiv:1409.2794. Bibcode:2015Metro..52...40M. doi:10.1088/0026-1394/52/1/40.
Mohr, Peter J; Shirley, Eric L; Phillips, William D; Trott, Michael (23 June 2022). ""On the dimension of angles and their units"". Metrologia. 59 (5): 053001. arXiv:2203.12392. Bibcode:2022Metro..59e3001M. doi:10.1088/1681-7575/ac7bc2.
Moser, James M. (1971), Modern Elementary Geometry, Prentice-Hall
Quincey, Paul (1 April 2016). ""The range of options for handling plane angle and solid angle within a system of units"". Metrologia. 53 (2): 840–845. Bibcode:2016Metro..53..840Q. doi:10.1088/0026-1394/53/2/840. S2CID 125438811.
Quincey, Paul (1 October 2021). ""Angles in the SI: a detailed proposal for solving the problem"". Metrologia. 58 (5): 053002. arXiv:2108.05704. Bibcode:2021Metro..58e3002Q. doi:10.1088/1681-7575/ac023f. S2CID 236547235.
Romain, Jacques E. (July 1962). ""Angle as a fourth fundamental quantity"". Journal of Research of the National Bureau of Standards Section B. 66B (3): 97. doi:10.6028/jres.066B.012.
Sidorov, L. A. (2001) [1994], ""Angle"", Encyclopedia of Mathematics, EMS Press
Slocum, Jonathan (2007), Preliminary Indo-European lexicon — Pokorny PIE data, University of Texas research department: linguistics research center, archived from the original on 27 June 2010, retrieved 2 Feb 2010
Shute, William G.; Shirk, William W.; Porter, George F. (1960), Plane and Solid Geometry, American Book Company, pp. 25–27"|8920f5aa78e976b9c2db7d57d0298e91|https://en.wikipedia.org/wiki/Angle
17|"Shute, William G.; Shirk, William W.; Porter, George F. (1960), Plane and Solid Geometry, American Book Company, pp. 25–27
Torrens, A B (1 January 1986). ""On Angles and Angular Quantities"". Metrologia. 22 (1): 1–7. Bibcode:1986Metro..22....1T. doi:10.1088/0026-1394/22/1/002. S2CID 250801509.
Wong, Tak-wah; Wong, Ming-sim (2009), ""Angles in Intersecting and Parallel Lines"", New Century Mathematics, vol. 1B (1 ed.), Hong Kong: Oxford University Press, pp. 161–163, ISBN 978-0-19-800177-5This article incorporates text from a publication now in the public domain: Chisholm, Hugh, ed. (1911), ""Angle"", Encyclopædia Britannica, vol. 2 (11th ed.), Cambridge University Press, p. 14"|eb4af91bd33c7c0d0d08f81b7aacdbc4|https://en.wikipedia.org/wiki/Angle
18|"In geometry, a polygon () is a plane figure made up of line segments connected to form a closed polygonal chain.
The segments of a closed polygonal chain are called its edges or sides. The points where two edges meet are the polygon's vertices or corners. An n-gon is a polygon with n sides; for example, a triangle is a 3-gon.
A simple polygon is one which does not intersect itself. More precisely, the only allowed intersections among the line segments that make up the polygon are the shared endpoints of consecutive segments in the polygonal chain. A simple polygon is the boundary of a region of the plane that is called a solid polygon. The interior of a solid polygon is its body, also known as a polygonal region or polygonal area. In contexts where one is concerned only with simple and solid polygons, a polygon may refer only to a simple polygon or to a solid polygon.
A polygonal chain may cross over itself, creating star polygons and other self-intersecting polygons. Some sources also consider closed polygonal chains in Euclidean space to be a type of polygon (a skew polygon), even when the chain does not lie in a single plane.
A polygon is a 2-dimensional example of the more general polytope in any number of dimensions. There are many more generalizations of polygons defined for different purposes."|2ec16ba8921c982745ebd9e8c7f9e8a0|https://en.wikipedia.org/wiki/Polygon
19|The word polygon derives from the Greek adjective πολύς (polús) 'much', 'many' and γωνία (gōnía) 'corner' or 'angle'. It has been suggested that γόνυ (gónu) 'knee' may be the origin of gon.|ee670793527b5d048ec9a18d7af87852|https://en.wikipedia.org/wiki/Polygon
20|"=== Number of sides ===
Polygons are primarily classified by the number of sides.  
=== Convexity and intersection ===
Polygons may be characterized by their convexity or type of non-convexity:  
Convex: any line drawn through the polygon (and not tangent to an edge or corner) meets its boundary exactly twice. As a consequence, all its interior angles are less than 180°. Equivalently, any line segment with endpoints on the boundary passes through only interior points between its endpoints. This condition is true for polygons in any geometry, not just Euclidean.
Non-convex: a line may be found which meets its boundary more than twice. Equivalently, there exists a line segment between two boundary points that passes outside the polygon.
Simple: the boundary of the polygon does not cross itself. All convex polygons are simple.
Concave: Non-convex and simple. There is at least one interior angle greater than 180°.
Star-shaped: the whole interior is visible from at least one point, without crossing any edge. The polygon must be simple, and may be convex or concave. All convex polygons are star-shaped.
Self-intersecting: the boundary of the polygon crosses itself. The term complex is sometimes used in contrast to simple, but this usage risks confusion with the idea of a complex polygon as one which exists in the complex Hilbert plane consisting of two complex dimensions.
Star polygon: a polygon which self-intersects in a regular way. A polygon cannot be both a star and star-shaped.  
=== Equality and symmetry ===
Equiangular: all corner angles are equal.
Equilateral: all edges are of the same length.
Regular: both equilateral and equiangular.
Cyclic: all corners lie on a single circle, called the circumcircle.
Tangential: all sides are tangent to an inscribed circle.
Isogonal or vertex-transitive: all corners lie within the same symmetry orbit. The polygon is also cyclic and equiangular."|be6db54ae4e08e6a41aa444206daa594|https://en.wikipedia.org/wiki/Polygon
21|"Tangential: all sides are tangent to an inscribed circle.
Isogonal or vertex-transitive: all corners lie within the same symmetry orbit. The polygon is also cyclic and equiangular.
Isotoxal or edge-transitive: all sides lie within the same symmetry orbit. The polygon is also equilateral and tangential.The property of regularity may be defined in other ways: a polygon is regular if and only if it is both isogonal and isotoxal, or equivalently it is both cyclic and equilateral. A non-convex regular polygon is called a regular star polygon.  
=== Miscellaneous ===
Rectilinear: the polygon's sides meet at right angles, i.e. all its interior angles are 90 or 270 degrees.
Monotone with respect to a given line L: every line orthogonal to L intersects the polygon not more than twice."|2962aba2a8544331455c0f7be5a4c3a6|https://en.wikipedia.org/wiki/Polygon
22|"Euclidean geometry is assumed throughout.  
=== Angles ===
Any polygon has as many corners as it has sides. Each corner has several angles. The two most important ones are:  
Interior angle – The sum of the interior angles of a simple n-gon is (n − 2) × π radians or (n − 2) × 180 degrees. This is because any simple n-gon ( having n sides ) can be considered to be made up of (n − 2) triangles, each of which has an angle sum of π radians or 180 degrees. The measure of any interior angle of a convex regular n-gon is  
(  
1
−  
2
n  
)  
π  
{\displaystyle \left(1-{\tfrac {2}{n}}\right)\pi }
radians or  
180
−  
360
n  
{\displaystyle 180-{\tfrac {360}{n}}}
degrees. The interior angles of regular star polygons were first studied by Poinsot, in the same paper in which he describes the four regular star polyhedra: for a regular  
p
q  
{\displaystyle {\tfrac {p}{q}}}
-gon (a p-gon with central density q), each interior angle is  
π
(
p
−
2
q
)  
p  
{\displaystyle {\tfrac {\pi (p-2q)}{p}}}
radians or  
180
(
p
−
2
q
)  
p  
{\displaystyle {\tfrac {180(p-2q)}{p}}}
degrees.
Exterior angle – The exterior angle is the supplementary angle to the interior angle. Tracing around a convex n-gon, the angle ""turned"" at a corner is the exterior or external angle. Tracing all the way around the polygon makes one full turn, so the sum of the exterior angles must be 360°. This argument can be generalized to concave simple polygons, if external angles that turn in the opposite direction are subtracted from the total turned. Tracing around an n-gon in general, the sum of the exterior angles (the total amount one rotates at the vertices) can be any integer multiple d of 360°, e.g. 720° for a pentagram and 0° for an angular ""eight"" or antiparallelogram, where d is the density or turning number of the polygon.  
=== Area ===
In this section, the vertices of the polygon under consideration are taken to be  
(  
x  
0  
,  
y  
0  
)
,
(  
x  
1  
,  
y  
1  
)
,
…
,
(  
x  
n
−
1  
,  
y  
n"|cce051c23f0ab9e61553c6a6968fc864|https://en.wikipedia.org/wiki/Polygon
23|"=== Area ===
In this section, the vertices of the polygon under consideration are taken to be  
(  
x  
0  
,  
y  
0  
)
,
(  
x  
1  
,  
y  
1  
)
,
…
,
(  
x  
n
−
1  
,  
y  
n
−
1  
)  
{\displaystyle (x_{0},y_{0}),(x_{1},y_{1}),\ldots ,(x_{n-1},y_{n-1})}
in order. For convenience in some formulas, the notation (xn, yn) = (x0, y0) will also be used.  
==== Simple polygons ====  
If the polygon is non-self-intersecting (that is, simple), the signed area is  
A
=  
1
2  
∑  
i
=
0  
n
−
1  
(  
x  
i  
y  
i
+
1  
−  
x  
i
+
1  
y  
i  
)  
where  
x  
n  
=  
x  
0  
and  
y  
n  
=  
y  
0  
,  
{\displaystyle A={\frac {1}{2}}\sum _{i=0}^{n-1}(x_{i}y_{i+1}-x_{i+1}y_{i})\quad {\text{where }}x_{n}=x_{0}{\text{ and }}y_{n}=y_{0},}
or, using determinants  
16  
A  
2  
=  
∑  
i
=
0  
n
−
1  
∑  
j
=
0  
n
−
1  
|  
Q  
i
,
j  
Q  
i
,
j
+
1  
Q  
i
+
1
,
j  
Q  
i
+
1
,
j
+
1  
|  
,  
{\displaystyle 16A^{2}=\sum _{i=0}^{n-1}\sum _{j=0}^{n-1}{\begin{vmatrix}Q_{i,j}&Q_{i,j+1}\\Q_{i+1,j}&Q_{i+1,j+1}\end{vmatrix}},}
where  
Q  
i
,
j  
{\displaystyle Q_{i,j}}
is the squared distance between  
(  
x  
i  
,  
y  
i  
)  
{\displaystyle (x_{i},y_{i})}
and  
(  
x  
j  
,  
y  
j  
)
.  
{\displaystyle (x_{j},y_{j}).}
The signed area depends on the ordering of the vertices and of the orientation of the plane. Commonly, the positive orientation is defined by the (counterclockwise) rotation that maps the positive x-axis to the positive y-axis. If the vertices are ordered counterclockwise (that is, according to positive orientation), the signed area is positive; otherwise, it is negative. In either case, the area formula is correct in absolute value. This is commonly called the shoelace formula or surveyor's formula.The area A of a simple polygon can also be computed if the lengths of the sides, a1, a2, ..., an and the exterior angles, θ1, θ2, ..., θn are known, from:  
A
=  
1
2  
(  
a  
1  
[  
a  
2  
sin
⁡
(  
θ  
1  
)
+  
a  
3  
sin
⁡
(  
θ  
1  
+  
θ  
2  
)
+"|5ad1d6018630d25f3c8398633357edcf|https://en.wikipedia.org/wiki/Polygon
